"","predictions"
"1349",244272.126471485
"1350",252398.578923287
"1351",282924.74754968
"1352",238057.960597237
"1353",175283.472951879
"1354",196268.726866076
"1355",264015.929724954
"1356",198373.36293738
"1357",158435.595341156
"1358",197845.9678217
"1359",65953.2403595366
"1360",212894.996094041
"1361",138910.200223316
"1362",143613.044537516
"1363",280800.610048328
"1364",107011.26145834
"1365",275746.940140088
"1366",316307.525764767
"1367",171576.209494085
"1368",182180.706068548
"1369",152538.790102667
"1370",206455.539799901
"1371",269945.492616666
"1372",50898.7067829407
"1373",192865.535180983
"1374",256626.131636118
"1375",186046.481124751
"1376",140861.360676674
"1377",190681.353818341
"1378",80938.9796325983
"1379",209136.315264741
"1380",267196.306912602
"1381",164791.205570615
"1382",258206.466766301
"1383",218737.605253743
"1384",175739.482329083
"1385",245718.733493776
"1386",259548.704736077
"1387",361045.1103954
"1388",299600.602215953
"1389",488554.534561688
"1390",101893.395945299
"1391",199812.344048168
"1392",196585.676040348
"1393",232088.761963325
"1394",252686.004758026
"1395",261345.886527877
"1396",412548.029112196
"1397",277116.088484625
"1398",165293.197939161
"1399",152089.49131811
"1400",121396.572104765
"1401",205036.151675211
"1402",179672.855793901
"1403",177269.0018013
"1404",162981.953572955
"1405",176762.113637847
"1406",544610.709378464
"1407",222138.548558846
"1408",222837.734162806
"1409",90874.4271723495
"1410",167069.672808166
"1411",230830.692777809
"1412",331661.266588239
"1413",165361.840595967
"1414",230748.972938098
"1415",300569.271422767
"1416",227195.197286118
"1417",221079.754924039
"1418",77516.0734984247
"1419",273884.306384323
"1420",242501.473680703
"1421",280381.702124055
"1422",184370.328211774
"1423",217682.880053517
"1424",-30218.5527613537
"1425",103208.97345752
"1426",82981.6020263665
"1427",197393.63664256
"1428",141212.656805393
"1429",252927.035076815
"1430",163808.416843962
"1431",244436.282932863
"1432",233590.117389918
"1433",227047.429091492
"1434",316446.737626068
"1435",80308.8067541418
"1436",174262.076342991
"1437",81710.5012866335
"1438",135751.877147872
"1439",206063.804814032
"1440",93145.024368109
"1441",155367.400254792
"1442",136883.642210562
"1443",182744.55288574
"1444",99633.1702986446
"1445",132458.780294107
"1446",421557.200657753
"1447",104575.636611044
"1448",182755.643599567
"1449",266773.86108705
"1450",121101.528632769
"1451",93038.4113915033
"1452",164307.544848311
"1453",100176.546095242
"1454",263032.994719304
"1455",339307.468370119
"1456",172257.215597614
"1457",152207.08666585
"1458",194473.09347302
"1459",178113.36400616
"1460",298063.804482736
"1461",664741.388906211
"1462",394433.666144832
"1463",242140.28706612
"1464",134517.547118882
"1465",212454.017892026
"1466",19602.3984734859
"1467",187683.316011657
"1468",204617.98766907
"1469",178044.109725752
"1470",279336.629234089
"1471",145538.87132245
"1472",239316.293168016
"1473",227118.279284885
"1474",325767.47083394
"1475",122359.189473367
"1476",79464.9779249502
"1477",250196.030687893
"1478",218722.8321704
"1479",391383.582745814
"1480",136575.436162976
"1481",248567.754391592
"1482",181834.194655615
"1483",285126.072591782
"1484",277024.874602956
"1485",228366.072293838
"1486",177972.414471856
"1487",187317.321820723
"1488",130197.842269392
"1489",352045.23618322
"1490",283040.813984934
"1491",137157.165773474
"1492",170024.925862558
"1493",306488.031891618
"1494",225814.442150793
"1495",243901.724004873
"1496",250869.65414146
"1497",278974.393286525
"1498",280654.804266121
"1499",299573.146574079
"1500",325807.350033693
"1501",252470.421860558
"1502",102978.344666529
"1503",278715.499138644
"1504",79992.6051331959
"1505",337919.607690426
"1506",212600.164220616
"1507",463691.397958399
"1508",326837.462182131
"1509",350518.731280786
"1510",165995.943878879
"1511",275845.992314623
"1512",146330.675371267
"1513",236964.427798362
"1514",398629.569438951
"1515",188650.560941008
"1516",231198.959856341
"1517",200062.18981538
"1518",229338.595419109
"1519",283415.565476626
"1520",136082.139223417
"1521",263952.51650322
"1522",157265.273585793
"1523",168581.222301679
"1524",189450.089453116
"1525",153057.935290927
"1526",117387.268464991
"1527",49754.5470698703
"1528",206215.986768887
"1529",221134.789749611
"1530",256758.569575103
"1531",141160.411374985
"1532",199686.423590589
"1533",268283.477299102
"1534",345889.523445823
"1535",312840.367409606
"1536",172855.099610133
"1537",470103.024911549
"1538",248397.186546473
"1539",80154.6378711767
"1540",172169.583079859
"1541",105548.1852178
"1542",164900.683204772
"1543",68611.8624329549
"1544",234279.190636595
"1545",327204.057733547
"1546",243275.186097466
"1547",64240.7789539914
"1548",103838.324101022
"1549",319254.202222169
"1550",148748.578854876
"1551",270138.149966163
"1552",249996.058837893
"1553",231495.993352785
"1554",241147.15642422
"1555",209033.910412871
"1556",211040.499595765
"1557",118679.518016738
"1558",65581.9186025891
"1559",214332.956031402
"1560",88890.4658247251
"1561",151965.675159589
"1562",222123.538044121
"1563",91044.3593810995
"1564",145178.594783209
"1565",266393.636809567
"1566",376880.087053516
"1567",249692.162996339
"1568",272734.011021807
"1569",290156.018460531
"1570",123795.876133463
"1571",282585.544615635
"1572",232130.712994869
"1573",148814.011817796
"1574",131669.974154721
"1575",213832.957850701
"1576",232851.577273411
"1577",245389.803581215
"1578",133576.70577739
"1579",219890.267484383
"1580",141548.866548687
"1581",92041.3713703257
"1582",123299.955554418
"1583",270663.33434033
"1584",264359.912352583
"1585",277566.213187392
"1586",313755.781569014
"1587",206860.196310458
"1588",200703.633315275
"1589",272912.882717614
"1590",163291.785970398
"1591",196445.2001172
"1592",276382.947817422
"1593",96744.2036119463
"1594",186719.043769314
"1595",141122.871716103
"1596",131967.71034668
"1597",263414.347933477
"1598",247581.834123645
"1599",235946.736356018
"1600",241861.825264575
"1601",101779.035999881
"1602",200946.367837919
"1603",224039.789343526
"1604",91106.9916287742
"1605",64668.1004467184
"1606",173385.615056292
"1607",168657.165571196
"1608",193665.328541498
"1609",276705.670787629
"1610",153995.616037645
"1611",79462.6109035582
"1612",272030.091294789
"1613",242290.978932738
"1614",219466.605512763
"1615",105328.653542277
"1616",129828.214875632
"1617",163849.453887348
"1618",142263.887527221
"1619",229785.052143001
"1620",333802.7841584
"1621",129461.574418897
"1622",169258.623519366
"1623",182902.245239492
"1624",70741.4197136081
"1625",222801.167104252
"1626",66839.3706833884
"1627",72262.3144866382
"1628",215283.421493019
"1629",186585.282076643
"1630",180498.886960164
"1631",233043.841447919
"1632",239030.344128378
"1633",216456.076378015
"1634",179259.60324236
"1635",124473.751094728
"1636",79762.4666289588
"1637",107484.107799963
"1638",61350.891517739
"1639",131290.573682944
"1640",276057.64347367
"1641",238458.090183355
"1642",330422.578475473
"1643",187532.423619385
"1644",244756.896246835
"1645",226274.689118374
"1646",194817.313918797
"1647",242342.63891729
"1648",318546.411703371
"1649",173742.837028497
"1650",108942.52477931
"1651",215109.285035352
"1652",164226.14862482
"1653",325645.271257295
"1654",95453.5997610814
"1655",240515.546778358
"1656",271840.964976116
"1657",293379.046034404
"1658",255966.776784281
"1659",121410.153027443
"1660",157355.126640466
"1661",217446.921718069
"1662",272270.742582281
"1663",267558.24330122
"1664",318615.881538345
"1665",82325.2902446645
"1666",104734.768512489
"1667",201621.82826032
"1668",200067.698389589
"1669",162458.840558393
"1670",320444.269598363
"1671",122346.065273102
"1672",285286.137965729
"1673",283222.667082733
"1674",112244.424149011
"1675",146737.643449726
"1676",220630.110218854
"1677",165953.938166341
"1678",86390.9156550496
"1679",171357.52748576
"1680",211994.974505054
"1681",150397.570944324
"1682",169386.03649312
"1683",208062.263829112
"1684",269326.974185701
"1685",366310.820239495
"1686",293470.826866369
"1687",203169.200051154
"1688",337650.166862578
"1689",62170.0208550554
"1690",204573.504980178
"1691",176963.569494081
"1692",190129.607111878
"1693",172181.279603519
"1694",248791.871570233
"1695",170836.168962332
"1696",247180.743622836
"1697",255988.626978458
"1698",157843.704708572
"1699",344763.269896178
"1700",294236.951236854
"1701",141593.870439639
"1702",229853.51845649
"1703",315427.182153597
"1704",153753.277835663
"1705",149035.87910945
"1706",291365.040650742
"1707",199957.742767
"1708",201689.51040314
"1709",265365.640050231
"1710",161061.736897619
"1711",247032.262031926
"1712",176511.069634607
"1713",199502.900873105
"1714",95076.9502841731
"1715",169005.855071045
"1716",78693.3288790449
"1717",18240.9918157236
"1718",319068.316994344
"1719",508335.697298675
"1720",241470.624770127
"1721",143399.536696863
"1722",195408.477159357
"1723",158624.577506888
"1724",94371.3539931687
"1725",195670.068660877
"1726",296483.764188976
"1727",144423.263097337
"1728",256117.951520123
"1729",276046.706350793
"1730",311273.80412464
"1731",324976.807107836
"1732",192564.724769571
"1733",193385.907068651
"1734",219276.762321262
"1735",34171.656287908
"1736",246517.389084995
"1737",230843.686372167
"1738",528366.709091955
"1739",252442.886016532
"1740",405112.867961358
"1741",155367.596263486
"1742",190973.976903449
"1743",194626.643560898
"1744",315901.22650236
"1745",179605.276854304
"1746",210451.942258477
"1747",206998.402770493
"1748",135352.867469954
"1749",235811.310140442
"1750",161373.693208365
"1751",496416.958756398
"1752",297955.28076203
"1753",110108.072509332
"1754",285953.551068871
"1755",242576.637678062
"1756",242136.964404531
"1757",167125.154290894
"1758",39320.462249506
"1759",47543.1701207663
"1760",456666.523587522
"1761",169915.282358151
"1762",238629.73511685
"1763",189261.614251447
"1764",89276.6628999827
"1765",118990.886460377
"1766",29464.8567568557
"1767",295105.803981484
"1768",123975.950552753
"1769",272868.829159368
"1770",126466.444181293
"1771",210805.414415516
"1772",82096.6971564659
"1773",81481.5270831767
"1774",188139.780386019
"1775",201311.453024355
"1776",188190.465629111
"1777",188927.539197819
"1778",113996.464076362
"1779",244970.371037047
"1780",166634.487090503
"1781",213082.695563819
"1782",109793.766535705
"1783",108343.602968645
"1784",243235.559474263
"1785",142023.24383197
"1786",141811.89793884
"1787",167406.307656633
"1788",120724.155563967
"1789",120432.786129099
"1790",221537.176750478
"1791",173056.403131983
"1792",103398.344673449
"1793",103369.949991425
"1794",115933.901529134
"1795",124282.095414319
"1796",128311.327120726
"1797",171539.229896205
"1798",160174.267335823
"1799",244281.951292228
"1800",256777.698665283
"1801",222689.205805474
"1802",300301.16887307
"1803",147700.73544109
"1804",89499.7283914719
"1805",191187.445232263
"1806",100007.523295834
"1807",93925.9157567916
"1808",408362.376198862
"1809",192066.815418193
"1810",136093.375435968
"1811",208229.042309462
"1812",149313.349492639
"1813",100174.745344585
"1814",278154.428599227
"1815",146907.760527881
"1816",191750.561593604
"1817",361538.924183532
"1818",58895.0806306411
"1819",244249.623910608
"1820",352125.024586058
"1821",196971.730019697
"1822",228790.360222186
"1823",73705.0616343605
"1824",104328.559743967
"1825",146691.53049787
"1826",250625.824134663
"1827",273825.092649254
"1828",189631.800869039
"1829",226313.485810407
"1830",228677.471657985
"1831",31707.0565031584
"1832",261521.226419551
"1833",106770.654657022
"1834",295659.155114302
"1835",249072.254373851
"1836",153484.359615976
"1837",343700.987007484
"1838",84526.0231562488
"1839",109638.687503973
"1840",113630.753026735
"1841",305620.248974275
"1842",229013.138663184
"1843",149252.966022077
"1844",85428.8379066956
"1845",322752.313627502
"1846",208364.095749296
"1847",222506.077886533
"1848",179871.626456317
"1849",286803.793041154
"1850",477998.769125033
"1851",145939.922208616
"1852",255251.755988641
"1853",199363.128422736
"1854",123723.388615077
"1855",256663.533283934
"1856",46609.6711220374
"1857",65439.2755070632
"1858",231277.423037312
"1859",150599.638814328
"1860",143729.701365046
"1861",186552.068747885
"1862",85092.3102213499
"1863",117032.256062211
"1864",138489.955333975
"1865",108468.840700008
"1866",146935.683763621
"1867",192441.873627825
"1868",293862.790922569
"1869",187770.461655727
"1870",324310.551818003
"1871",105845.166499161
"1872",311287.127955072
"1873",236168.453007616
"1874",218017.91992809
"1875",268520.771231252
"1876",213187.749651239
"1877",144644.771187233
"1878",316011.87547524
"1879",207900.527652832
"1880",61726.4791225658
"1881",160217.954397063
"1882",269451.444195784
"1883",114262.546793538
"1884",381111.301131596
"1885",279919.496927157
"1886",197811.030539699
"1887",148889.637858334
"1888",259825.456595155
"1889",373256.235018169
"1890",147034.066900979
"1891",203633.554315845
"1892",239921.809472987
"1893",196745.485530949
"1894",259822.501660514
"1895",107919.700116599
"1896",125604.172536928
"1897",217132.010879134
"1898",225424.568908311
"1899",249298.135449099
"1900",259226.720531149
"1901",245740.330069656
"1902",160924.996352804
"1903",33061.376517938
"1904",233040.434862848
"1905",274525.51037943
"1906",252082.525300122
"1907",212168.869281252
"1908",249526.765695377
"1909",242166.849568276
"1910",283577.295788219
"1911",151443.789944314
"1912",316917.606827946
"1913",252260.005102171
"1914",90969.4218335775
"1915",228209.210267603
"1916",20855.4979487651
"1917",173302.825520873
"1918",140193.591754251
"1919",167800.979149373
"1920",238599.444022184
"1921",287114.922519243
"1922",-15330.0815905282
"1923",174122.375295193
"1924",55716.7251738524
"1925",216041.402576025
"1926",338995.093960625
"1927",180697.574237659
"1928",369264.773469442
"1929",158662.489072181
"1930",205694.852539199
"1931",225965.927230616
"1932",332530.071855342
"1933",309703.042973038
"1934",156217.320032667
"1935",214192.179520604
"1936",247176.73720005
"1937",158721.432916895
"1938",216851.573456293
"1939",224569.460975448
"1940",223531.500161501
"1941",250101.225022658
"1942",258946.253815867
"1943",114850.058618087
"1944",165902.012140624
"1945",189379.052350226
"1946",211546.591245748
"1947",250267.834120821
"1948",53288.3596279158
"1949",113092.676643709
"1950",217697.937727269
"1951",204439.499866059
"1952",76372.5939742691
"1953",308447.604680059
"1954",253240.8574319
"1955",135811.568189713
"1956",170055.474708694
"1957",257936.440881385
"1958",198227.608612787
"1959",249202.844576088
"1960",193384.048488865
"1961",372796.689961631
"1962",233054.689945863
"1963",310869.848578882
"1964",59064.2034900585
"1965",229626.708451818
"1966",288782.597818667
"1967",199056.866015575
"1968",215391.181141242
"1969",192821.142758838
"1970",273342.004431174
"1971",107019.566134331
"1972",249301.404527408
"1973",202686.294569401
"1974",222464.837481113
"1975",351631.016685947
"1976",123150.124411478
"1977",96622.6171426261
"1978",86759.6580789763
"1979",285125.487598618
"1980",196218.597180285
"1981",222723.107553794
"1982",67511.8173301516
"1983",136713.394616479
"1984",248215.502289064
"1985",202235.421453666
"1986",310286.194800863
"1987",109087.258706006
"1988",353421.224016512
"1989",138042.890194676
"1990",164805.293555159
"1991",170498.105497716
"1992",199686.00735387
"1993",169432.228453292
"1994",219999.330063781
"1995",178673.090028306
"1996",203661.32655027
"1997",235167.888847434
"1998",163992.524308168
"1999",204657.790239574
"2000",140090.232785989
"2001",316545.363934244
"2002",117699.426328404
"2003",186331.108936739
"2004",220426.510368663
"2005",218494.569424057
"2006",286710.152354651
"2007",83145.7993388562
"2008",332303.751822375
"2009",402211.525852344
"2010",144932.669625648
"2011",260928.017996874
"2012",192041.05534147
"2013",213626.403488344
"2014",56571.2631408517
"2015",298432.218978702
"2016",237080.120304164
"2017",213690.078052563
"2018",117768.053261153
"2019",235896.98320478
"2020",126846.256389445
"2021",62162.8374902934
"2022",57400.4376311488
"2023",164998.301417557
"2024",391275.92947123
"2025",312745.547331416
"2026",303649.91016466
"2027",140587.536567526
"2028",51581.7810447695
"2029",79674.713464393
"2030",305440.901847922
"2031",342359.378387126
"2032",235179.34104143
"2033",214372.844250197
"2034",122267.46242948
"2035",288579.871431551
"2036",260437.038896956
"2037",153067.010755566
"2038",190164.563038262
"2039",146977.354210337
"2040",158999.282375804
"2041",197510.136301766
"2042",280648.978677991
"2043",202670.029755726
"2044",161368.778877027
"2045",230133.252516306
"2046",202446.625357805
"2047",178950.719561679
"2048",285706.243600801
"2049",196102.912663807
"2050",176564.604682433
"2051",192665.757112599
"2052",206184.122236135
"2053",241675.030284045
"2054",196768.3372562
"2055",198853.206669994
"2056",238380.536073433
"2057",154044.700846949
"2058",228111.775717903
"2059",198270.568418483
"2060",324582.821082455
"2061",167659.70342006
"2062",213716.645864123
"2063",259415.054525515
"2064",233505.665319943
"2065",295233.54276781
"2066",137733.766200201
"2067",260729.35963101
"2068",270867.649527158
"2069",111643.175733426
"2070",72188.0419955971
"2071",271768.324516993
"2072",237841.890443058
"2073",303787.334639395
"2074",125831.971610768
"2075",136897.677138542
"2076",153385.990732324
"2077",361367.994549532
"2078",214150.659606283
"2079",299626.754131391
"2080",293104.406900601
"2081",93885.3270796642
"2082",103266.567244849
"2083",-49867.9122869149
"2084",367674.789749423
"2085",196161.339908309
"2086",226386.40701434
"2087",23142.5431395641
"2088",197950.811829691
"2089",257635.556963191
"2090",230666.52198789
"2091",216250.290400885
"2092",334156.12302049
"2093",618658.09363143
"2094",124935.497518306
"2095",285739.260466068
"2096",164895.288695662
"2097",298312.532659942
"2098",79292.4180226299
"2099",216213.998189615
"2100",154939.76873709
"2101",279993.552916975
"2102",676443.250614697
"2103",205116.132527278
"2104",96833.6089099367
"2105",156228.707892168
"2106",167409.06235731
"2107",287982.854939098
"2108",131549.736569389
"2109",195118.323096524
"2110",212539.036976407
"2111",212664.757916167
"2112",140280.059342062
"2113",139424.186711892
"2114",211773.515330332
"2115",254546.969786217
"2116",233646.796139609
"2117",532556.14901343
"2118",210865.150258515
"2119",257761.295753836
"2120",105481.853540956
"2121",197261.416406165
"2122",243546.65107565
"2123",158398.187916172
"2124",551513.996635137
"2125",132057.736254678
"2126",316938.306230492
"2127",193877.398775254
"2128",126874.036865555
"2129",77009.7183938257
"2130",316046.711866599
"2131",235350.75584836
"2132",193509.426734363
"2133",44888.606673709
"2134",227307.979993934
"2135",300141.259138321
"2136",109648.411622613
"2137",105182.258895513
"2138",165684.005277935
"2139",181762.337486645
"2140",152025.318028953
"2141",405888.173249378
"2142",437012.51427163
"2143",141436.773869206
"2144",157460.352491287
"2145",85312.2165584908
"2146",92326.0771081541
"2147",277074.867761782
"2148",89354.4775419992
"2149",249958.403929626
"2150",240896.693372207
"2151",220106.877696768
"2152",277227.819993284
"2153",368243.393983267
"2154",151904.235859446
"2155",297153.135900173
"2156",175469.330933979
"2157",261773.570483385
"2158",152522.656376342
"2159",226919.046332821
"2160",224083.518945873
"2161",213036.933085761
"2162",192504.840717598
"2163",142339.843425952
"2164",103982.856254501
"2165",66989.3291492866
"2166",224431.874299343
"2167",119057.554912455
"2168",48850.4806232463
"2169",192541.903391581
"2170",123937.537452314
"2171",275584.447851011
"2172",208723.827642676
"2173",290156.612938436
"2174",242402.28848895
"2175",169020.890343587
"2176",168667.403981691
"2177",243719.345571733
"2178",328517.014550576
"2179",216510.509739456
"2180",218546.662834142
"2181",103965.583030499
"2182",220930.728267705
"2183",208698.878149713
"2184",181978.818394017
"2185",318529.829880047
"2186",242293.959596987
"2187",312986.554558998
"2188",20196.0653914592
"2189",353816.7035033
"2190",249561.263231417
"2191",121335.321783096
"2192",193561.81283039
"2193",174928.619249638
"2194",261155.748014348
"2195",92354.207477944
"2196",242701.143035522
"2197",8812.09382779683
"2198",298826.37115962
"2199",105383.643339945
"2200",64309.7200325638
"2201",138845.237266817
"2202",89256.1578242624
"2203",202344.921223048
"2204",286239.214948992
"2205",274531.146333551
"2206",249717.88357562
"2207",67674.787387088
"2208",180312.321817038
"2209",211944.854004005
"2210",78723.6998411517
"2211",127230.164688294
"2212",184184.543409812
"2213",60105.2294969234
"2214",135737.314298449
"2215",159804.362972546
"2216",217104.812454618
"2217",159523.524985161
"2218",143083.404896985
"2219",178042.116298117
"2220",129704.613121189
"2221",243438.415227646
"2222",140497.837515829
"2223",348698.61150545
"2224",303600.5549607
"2225",134136.734423877
"2226",62138.7202430098
"2227",219679.740886226
"2228",103464.324098194
"2229",269090.272515562
"2230",58280.8927292353
"2231",245292.031538897
"2232",150824.078004997
"2233",129184.666946023
"2234",208288.846299905
"2235",235919.83006537
"2236",657800.991923053
"2237",293352.228731844
"2238",238423.813902189
"2239",110366.173380111
"2240",232865.984867154
"2241",23041.9304073375
"2242",55628.0079140941
"2243",288745.060779557
"2244",134499.811666154
"2245",207830.493060068
"2246",247700.228803151
"2247",208379.133634782
"2248",301188.006701655
"2249",206463.134021631
"2250",130797.036306528
"2251",273341.671644096
"2252",125941.657351798
"2253",230839.869574769
"2254",329821.377399815
"2255",122166.215118266
"2256",125643.391209886
"2257",203869.915701397
"2258",344826.530027735
"2259",146134.715117227
"2260",166162.199604486
"2261",192831.731039276
"2262",161838.927075091
"2263",128657.596457126
"2264",86578.2565298113
"2265",180778.999991475
"2266",301154.737171849
"2267",252418.749604306
"2268",175334.88258782
"2269",362712.093442887
"2270",218398.931537701
"2271",108055.288999851
"2272",449887.710313781
"2273",335859.122795542
"2274",47858.9004459062
"2275",163962.059972356
"2276",112709.863251073
"2277",224514.90209689
"2278",219102.199730686
"2279",305837.533114423
"2280",180306.602210574
"2281",159907.532823788
"2282",198658.746608939
"2283",262361.505513145
"2284",195466.706975999
"2285",296769.357258301
"2286",121498.51938159
"2287",116128.576704956
"2288",109079.359760723
"2289",-5011.0138349203
"2290",211915.753395673
"2291",119436.41696149
"2292",238107.426784527
"2293",195806.458065247
"2294",173951.8417541
"2295",131871.735657623
"2296",275830.020005257
"2297",215065.575570149
"2298",190419.247137275
"2299",157408.5215513
"2300",171574.060352829
"2301",90786.272945466
"2302",102139.34090366
"2303",119857.599501742
"2304",218762.176094336
"2305",275461.325811242
"2306",289844.826962154
"2307",297506.841202908
"2308",56672.9484906542
"2309",114489.692991
"2310",181158.737199379
"2311",105479.976350155
"2312",133794.475305724
"2313",227081.030173485
"2314",150315.267082725
"2315",274079.818647836
"2316",149258.055204904
"2317",228775.578787789
"2318",165581.154221599
"2319",365287.165925294
"2320",154682.344200891
"2321",250219.19189449
"2322",140104.31885563
"2323",430273.78601789
"2324",237266.184625569
"2325",318516.737615922
"2326",359989.503041835
"2327",285418.188100815
"2328",376438.141165983
"2329",241176.390192785
"2330",244865.287983003
"2331",253719.659906493
"2332",324621.096982943
"2333",229646.6772173
"2334",304772.073560844
"2335",230728.540574383
"2336",142001.122497026
"2337",119373.212007703
"2338",308210.969305348
"2339",240663.488335127
"2340",218154.828252015
"2341",214563.286482379
"2342",260380.713671637
"2343",201271.303141952
"2344",271957.971360177
"2345",170357.439042899
"2346",202307.484361042
"2347",222401.318098895
"2348",88172.1973982943
"2349",239537.345726454
"2350",254160.407339273
"2351",302992.117066608
"2352",208687.472622341
"2353",201743.469136913
"2354",346210.595392472
"2355",284725.242901547
"2356",192796.806554795
"2357",257112.531532855
"2358",170052.378199241
"2359",349878.465176227
"2360",85191.0772507034
"2361",182020.301843444
"2362",563219.166560014
"2363",61729.9123171245
"2364",213561.549597296
"2365",168946.383866091
"2366",301548.075401048
"2367",125725.040815912
"2368",122497.887697148
"2369",232642.677091767
"2370",243956.858476259
"2371",338534.512528428
"2372",524123.553491911
"2373",251111.816402701
"2374",146171.397563041
"2375",219744.375110505
"2376",187483.13807668
"2377",246305.590971174
"2378",259488.160510628
"2379",359196.414823564
"2380",309150.61339198
"2381",164449.415787167
"2382",279564.734542498
"2383",256654.543561422
"2384",168448.152557975
"2385",193302.930626764
"2386",139477.626812698
"2387",87891.4792006636
"2388",41662.2577926558
"2389",240881.796962074
"2390",237211.010931601
"2391",324002.869078415
"2392",273357.965471696
"2393",164914.578077803
"2394",444176.9596832
"2395",350050.939268804
"2396",291077.895390073
"2397",218696.558392839
"2398",303054.558524373
"2399",192466.2046616
"2400",187020.802630832
"2401",231684.431463646
"2402",249879.88609638
"2403",118117.677932608
"2404",218929.835307032
"2405",43095.3129713867
"2406",211643.047541298
"2407",59265.1588614697
"2408",98885.3468317171
"2409",246980.871992459
"2410",150152.542862688
"2411",114872.100714547
"2412",134296.1827724
"2413",188219.685380563
"2414",112229.31890091
"2415",272068.143503442
"2416",213627.593082448
"2417",279108.754413416
"2418",203172.236899932
"2419",394123.869607791
"2420",272388.173238181
"2421",105074.362696539
"2422",207007.877190545
"2423",285603.097955088
"2424",320943.150057907
"2425",237075.805027019
"2426",124649.204534331
"2427",185858.348181274
"2428",280921.764980953
"2429",212437.695202843
"2430",100429.973210747
"2431",315092.757277083
"2432",108914.125448237
"2433",90614.0201823752
"2434",403336.971397197
"2435",93369.2406184362
"2436",155154.333350192
"2437",162910.312544002
"2438",242481.035096727
"2439",150352.844967821
"2440",129006.356521769
"2441",210645.411487768
"2442",373957.661242585
"2443",257292.937423952
"2444",281590.85028721
"2445",238200.448203475
"2446",262607.279865403
"2447",146608.870980249
"2448",259182.015981163
"2449",111520.593726246
"2450",200105.624364719
"2451",157998.844487947
"2452",58171.2925667259
"2453",231156.410862223
"2454",133855.411406097
"2455",347662.029792309
"2456",269004.949142356
"2457",253743.193991631
"2458",74074.2741223665
"2459",377909.363181944
"2460",211652.111834763
"2461",320716.527975158
"2462",149983.080745364
"2463",304932.222197005
"2464",179631.113137306
"2465",83789.3728189909
"2466",179385.937697602
"2467",168881.937786679
"2468",246314.329286819
"2469",192996.709588971
"2470",240508.71868751
"2471",294159.680864862
"2472",231618.159660172
"2473",64975.4665907658
"2474",234119.066033522
"2475",132366.194588426
"2476",182599.889944444
"2477",287727.949933826
"2478",58563.8184810288
"2479",198108.443798173
"2480",245864.658233571
"2481",462306.373049453
"2482",291887.033237452
"2483",173622.384925172
"2484",58285.3548707014
"2485",44708.8505117447
"2486",94995.5735302395
"2487",156026.315581883
"2488",178054.74819046
"2489",208839.139081084
"2490",157540.149557346
"2491",267427.738586264
"2492",144401.694421252
"2493",102967.076830912
"2494",83037.0948910905
"2495",265534.392882286
"2496",328627.319145037
"2497",195376.988105645
"2498",210189.33630227
"2499",173663.670397105
"2500",226880.551719035
"2501",160071.398566222
"2502",236548.125791601
"2503",169208.73430551
"2504",254163.665447936
"2505",181856.21468522
"2506",102738.177937932
"2507",351837.275874508
"2508",282655.871666041
"2509",132525.124651811
"2510",22755.6016212661
"2511",198514.07915996
"2512",199365.726542238
"2513",127771.847481286
"2514",328013.42850583
"2515",322707.624632948
"2516",130568.405507711
"2517",75343.737112429
"2518",240595.276274864
"2519",223569.630636698
"2520",129247.943483086
"2521",233703.81546033
"2522",184930.652255864
"2523",51045.2541535748
"2524",124836.899801871
"2525",285705.75483775
"2526",277570.062642345
"2527",79471.1134223923
"2528",320561.259437451
"2529",180354.992108338
"2530",214854.610853549
"2531",148559.896833364
"2532",320821.553659734
"2533",303707.736685516
"2534",88404.4189935499
"2535",199212.636821829
"2536",166331.282610788
"2537",88340.185209398
"2538",267593.745826982
"2539",210035.781975532
"2540",113371.238415512
"2541",62579.2407195385
"2542",117086.237578174
"2543",152969.195325918
"2544",157883.299192902
"2545",60506.8240263468
"2546",119064.021274558
"2547",68242.627607462
"2548",285589.276797004
"2549",237070.056486343
"2550",109038.26832384
"2551",83490.7527681665
"2552",383079.902672863
"2553",149994.660192105
"2554",47410.5595792411
"2555",520818.492448387
"2556",258783.151164915
"2557",387285.100865855
"2558",240673.627356498
"2559",310069.266942483
"2560",340592.770674496
"2561",144603.18867736
"2562",241570.033320911
"2563",162946.314915525
"2564",251083.563218288
"2565",157194.028604959
"2566",162233.047162092
"2567",136802.1271044
"2568",207133.480954481
"2569",139873.858525328
"2570",401377.365221699
"2571",232684.688131023
"2572",258728.358743514
"2573",307628.720801308
"2574",249091.955890756
"2575",269258.99043549
"2576",311913.236913759
"2577",140154.020767144
"2578",252332.63081159
"2579",179074.768251285
"2580",249391.719588444
"2581",70268.2803673985
"2582",289790.477313536
"2583",232370.165542171
"2584",140734.366516924
"2585",117596.180048057
"2586",105562.981111008
"2587",191814.646264304
"2588",213923.77682746
"2589",353115.038359468
"2590",249297.131478912
"2591",130422.609452671
"2592",255827.296038769
"2593",66774.1647590654
"2594",189048.799453447
"2595",156463.311992979
"2596",235739.259066461
"2597",248979.558748193
"2598",200684.738100141
"2599",97727.9108780609
"2600",302224.460906639
"2601",345851.758907073
"2602",114548.733477825
"2603",311161.259381147
"2604",324560.38421066
"2605",309396.102933597
"2606",231500.913916609
"2607",121329.528164746
"2608",164984.394800806
